weight,horsepower,torque,transmission,body style,drive train,quarter mile,0-60
2047.0,284.0,355.0,2,1,0,15.1 s @ 94.4 mph,6.7
2095.0,251.0,339.0,2,1,0,15.8 s @ 89.0 mph,7.5
1281.0,280.0,294.0,1,6,1,13.1 s,5.6
1270.0,294.0,304.0,1,6,1,12.7 s,4.3
1280.0,290.0,304.0,1,6,1,12.5 s,4.5
1388.0,280.0,298.0,1,6,1,13.2 s,5.2
1330.0,290.0,304.0,1,6,1,13.4 s @ 106.3 mph,5.0
1760.0,295.0,351.0,2,5,2,16.2 s @ 93.8 mph,6.8
1145.0,190.0,178.0,1,6,0,14.9 s,6.2
1661.0,204.0,297.0,2,5,0,17.2 s,9.0
1176.0,88.0,121.0,0,2,0,17.8 s @ 79.4 mph,10.3
1359.0,131.0,254.0,0,0,0,16.7 s @ 81.3 mph,9.2
1483.0,160.0,187.0,0,0,2,17.3 s @ 85.0 mph,9.4
834.0,92.0,126.0,1,6,0,16.4 s @ 81.0 mph,9.1
1010.0,150.0,144.0,1,2,0,16.9 s @ 92.0 mph,7.6
1845.0,275.0,344.0,2,0,2,15.6 s @ 92.0 mph,7.2
1754.0,275.0,344.0,2,0,0,15.6 s @ 92.0 mph,7.2
1198.0,124.0,174.0,1,2,0,17.0 s @ 83.9 mph,8.8
1492.0,187.0,244.0,2,0,0,16.0 s @ 88.4 mph,7.7
1587.0,168.0,218.0,2,0,2,17.1 s @ 81.0 mph,9.1
1477.0,162.0,220.0,1,0,2,16.1 s @ 85.2 mph,8.1
1770.0,207.0,335.0,0,0,2,16.2 s @ 81.5 mph,7.6
1581.0,193.0,243.0,2,0,2,15.9 s @ 87.7 mph,7.6
1638.0,193.0,243.0,0,0,2,16.7 s @ 86.4 mph,8.7
1340.0,201.0,193.0,1,2,0,14.9 s,6.8
1246.0,200.0,196.0,1,2,0,15.1 s,6.8
1239.0,200.0,196.0,1,2,0,15.3 s @ 98.2 mph,6.2
1055.0,152.0,144.0,1,2,0,17.2 s @ 90.7 mph,7.9
1329.0,200.0,188.0,1,5,0,15.0 s @ 94.0 mph,6.6
1334.0,200.0,188.0,1,5,0,15.2 s @ 93.0 mph,6.8
1330.0,197.0,188.0,1,2,0,14.9 s @ 94.4 mph,6.5
1293.0,117.0,226.0,0,5,0,18.3 s @ 78.0 mph,10.8
1239.0,94.0,157.0,0,5,0,19.6 s @ 72.5 mph,13.6
1318.0,160.0,179.0,1,2,0,17.4 s @ 90.7 mph,8.3
1309.0,160.0,187.0,0,5,0,16.9 s @ 86.0 mph,8.8
844.0,68.0,107.0,1,2,0,17.8 s @ 75.0 mph,10.9
1247.0,142.0,174.0,2,5,0,17.0 s @ 83.0 mph,9.0
1263.0,142.0,174.0,1,5,0,17.1 s @ 81.4 mph,9.4
1168.0,129.0,155.0,1,6,0,16.7 s @ 84.0 mph,8.4
1137.0,160.0,153.0,1,2,0,16.4 s @ 92.6 mph,6.8
1359.0,182.0,240.0,1,2,0,15.5 s @ 91.0 mph,7.3
1331.0,176.0,220.0,2,5,0,15.2 s @ 92.2 mph,6.8
950.0,91.0,120.0,1,2,0,17.0 s,9.8
1027.0,93.0,121.0,1,5,0,17.9 s @ 76.0 mph,11.0
1405.0,212.0,215.0,1,5,0,15.8 s @ 96.3 mph,6.1
1563.0,215.0,315.0,1,5,0,15.7 s @ 88.0 mph,7.1
1849.0,275.0,254.0,2,5,2,15.6 s,7.0
1496.0,243.0,287.0,1,6,0,14.5 s @ 98.0 mph,5.9
1678.0,272.0,336.0,1,6,0,14.1 s @ 101.3 mph,5.2
1611.0,272.0,340.0,1,6,0,14.5 s @ 100.0 mph,5.8
1356.0,190.0,223.0,1,5,0,15.7 s,7.1
1505.0,193.0,220.0,1,5,0,15.9 s @ 89.0 mph,7.5
1502.0,255.0,370.0,2,5,0,13.9 s @ 104.0 mph,5.3
1176.0,282.0,342.0,2,5,0,14.4 s @ 99.0 mph,5.8
1608.0,282.0,342.0,2,6,0,14.2 s @ 101.0 mph,5.6
2733.0,426.0,624.0,2,0,2,14.3 s @ 98.0 mph,5.8
2291.0,385.0,565.0,2,0,2,15.0 s @ 94.0 mph,6.2
2724.0,426.0,624.0,2,0,2,14.5 s @ 97.0 mph,6.0
2638.0,426.0,624.0,2,0,2,14.2 s @ 99.0 mph,5.5
2681.0,360.0,519.0,2,0,2,15.5 s @ 90.6 mph,7.2
1817.0,268.0,301.0,2,0,2,15.9 s @ 89.0 mph,7.5
1752.0,185.0,233.0,2,0,0,16.9 s @ 82.4 mph,9.2
1503.0,198.0,353.0,2,0,1,16.1 s @ 83.9 mph,7.6
3916.0,451.0,1234.0,2,0,2,15.3 s @ 89.8 mph,6.9
3482.0,403.0,1037.0,2,0,2,15.9 s @ 87.0 mph,7.4
2531.0,426.0,624.0,2,0,2,13.9 s @ 100.0 mph,5.4
2567.0,281.0,624.0,2,0,2,15.7 s @ 86.2 mph,7.5
2178.0,304.0,435.0,2,1,2,15.0 s,6.4
2061.0,312.0,373.0,2,0,2,15.2 s @ 91.0 mph,6.7
1995.0,314.0,367.0,2,0,2,14.9 s @ 94.0 mph,6.1
2285.0,278.0,588.0,2,0,2,15.2 s @ 91.2 mph,6.7
2079.0,380.0,530.0,2,0,2,13.5 s @ 103.0 mph,4.9
2130.0,370.0,510.0,2,5,1,13.5 s @ 105.0 mph,5.0
2301.0,415.0,549.0,2,5,2,13.7 s @ 104.0 mph,5.1
1751.0,200.0,441.0,2,5,1,15.5 s @ 90.2 mph,7.2
1524.0,387.0,515.0,1,5,1,14.2 s,6.1
1690.0,283.0,410.0,1,5,1,,5.9
1327.0,218.0,310.0,2,1,0,,6.9
2459.0,314.0,542.0,2,1,1,15.3 s @ 90.0 mph,6.7
2202.0,157.0,385.0,1,1,0,,13.6
1712.0,340.0,597.0,2,6,1,,5.5
1715.0,380.0,664.0,1,6,1,13.6 s @ 106.3 mph,5.6
1785.0,375.0,610.0,1,6,1,,6.4
1785.0,375.0,610.0,1,6,1,13.9 s @ 101.3 mph,6.4
1755.0,375.0,610.0,1,5,1,,6.4
1607.0,233.0,447.0,1,6,1,,6.9
1550.0,304.0,595.0,1,6,1,,6.7
2081.0,350.0,626.0,2,5,1,16.4 s @ 82.0 mph,9.8
1632.0,238.0,447.0,1,6,1,,6.9
2093.0,304.0,579.0,2,6,1,17.5 s @ 79.0 mph,10.3
1975.0,345.0,583.0,2,6,1,,7.1
2047.0,304.0,579.0,2,3,1,17.6 s @ 78.1 mph,9.7
1755.0,304.0,515.0,2,3,1,17.8 s @ 87.0 mph,10.4
1712.0,284.0,388.0,2,3,1,15.0 s @ 95.0 mph,6.2
1610.0,228.0,439.0,2,3,1,17.1 s,11.5
1610.0,223.0,292.0,2,5,0,15.4 s @ 88.9 mph,7.5
1936.0,370.0,475.0,2,5,1,,5.2
1945.0,370.0,475.0,2,5,2,13.6 s @ 103.1 mph,5.2
1621.0,238.0,312.0,2,5,0,16.2 s @ 86.0 mph,8.0
1500.0,223.0,271.0,1,5,0,15.1 s @ 95.0 mph,6.6
1528.0,157.0,251.0,2,5,0,,8.9
1841.0,267.0,338.0,2,5,0,15.4 s @ 91.2 mph,7.1
1474.0,142.0,217.0,2,5,0,17.4 s @ 79.0 mph,9.8
1275.0,218.0,330.0,1,5,1,15.7 s @ 95.7 mph,6.3
1270.0,150.0,232.0,1,5,2,17.3 s @ 90.7 mph,7.8
1205.0,152.0,212.0,1,6,1,15.9 s,7.9
1236.0,204.0,270.0,1,5,1,15.5 s,5.8
1210.0,224.0,276.0,1,6,1,15.0 s @ 97.6 mph,5.6
1110.0,115.0,160.0,1,6,1,18.2 s @ 87.6 mph,8.8
1125.0,127.0,174.0,1,5,1,17.8 s @ 88.9 mph,8.5
867.0,228.0,292.0,1,2,1,12.9 s @ 100.7 mph,4.3
1609.0,323.0,447.0,1,6,1,13.7 s,5.0
1592.0,203.0,300.0,3,1,0,17.0 s @ 92.6 mph,8.0
1180.0,350.0,380.0,1,6,2,,4.0
1787.0,162.0,305.0,2,0,1,17.6 s @ 77.0 mph,9.5
1918.0,274.0,310.0,2,3,1,14.9 s @ 92.9 mph,6.3
1174.0,155.0,161.0,1,6,0,16.9 s @ 91.3 mph,7.8
1283.0,200.0,320.0,1,2,0,14.9 s @ 96.1 mph,7.2
1040.0,125.0,157.0,1,6,0,18.0 s @ 88.2 mph,8.6
1035.0,103.0,145.0,1,6,0,,10.1
1234.0,147.0,258.0,1,6,0,15.3 s @ 90.0 mph,7.0
1304.0,166.0,212.0,1,6,0,15.5 s @ 89.0 mph,7.0
1571.0,309.0,379.0,1,6,1,13.7 s @ 101.9 mph,5.4
1587.0,243.0,386.0,1,3,1,15.3 s @ 93.0 mph,6.9
1714.0,395.0,529.0,1,3,1,13.1 s @ 109.6 mph,4.9
1427.0,208.0,336.0,1,6,1,,6.8
1407.0,177.0,285.0,1,6,1,15.5 s @ 90.0 mph,7.5
1817.0,507.0,651.0,1,6,1,13.4 s @ 108.0 mph,4.8
1758.0,547.0,691.0,1,3,1,12.9 s,4.7
1712.0,558.0,689.0,1,6,1,12.4 s @ 117.4 mph,4.1
1750.0,659.0,813.0,1,6,1,11.6 s @ 126.1 mph,3.5
1823.0,618.0,691.0,2,6,1,11.7 s @ 124.0 mph,3.6
1628.0,428.0,538.0,1,6,1,14.2 s @ 113.7 mph,5.1
1676.0,441.0,542.0,1,6,1,13.1 s @ 108.7 mph,4.7
1577.0,314.0,454.0,1,6,1,13.2 s @ 107.5 mph,4.7
1620.0,340.0,597.0,1,6,1,13.9 s @ 103.1 mph,5.7
1364.0,228.0,407.0,1,6,1,14.7 s,6.2
1405.0,203.0,386.0,1,6,1,,6.2
1359.0,141.0,339.0,1,6,1,,9.8
1409.0,275.0,423.0,1,3,1,,8.2
1400.0,324.0,579.0,1,6,1,15.2 s @ 91.0 mph,5.7
1790.0,441.0,400.0,1,6,1,13.2 s @ 110.0 mph,4.7
1706.0,418.0,529.0,1,3,1,12.9 s @ 111.8 mph,4.6
1648.0,418.0,527.0,2,6,1,12.7 s @ 112.5 mph,4.3
1515.0,416.0,651.0,1,6,1,,5.0
1515.0,340.0,603.0,1,6,1,,5.1
1525.0,395.0,624.0,2,6,1,,5.5
1518.0,324.0,579.0,1,6,1,15.2 s @ 91.0 mph,6.2
1360.0,159.0,325.0,1,6,1,16.2 s @ 86.0 mph,8.0
1422.0,213.0,366.0,1,6,1,14.9 s @ 91.3 mph,6.4
1156.0,177.0,332.0,1,6,1,16.1 s @ 87.5 mph,7.4
1641.0,426.0,529.0,1,6,1,,4.1
1580.0,300.0,434.0,1,6,1,13.5 s,5.0
1478.0,218.0,386.0,1,6,1,15.4 s @ 88.5 mph,6.9
1545.0,218.0,386.0,1,6,1,14.9 s @ 93.2 mph,6.0
1488.0,264.0,409.0,2,6,1,14.2 s @ 98.2 mph,5.8
1610.0,318.0,433.0,1,6,1,13.5 s @ 104.2 mph,4.9
1383.0,213.0,407.0,2,3,1,17.0 s @ 85.0 mph,8.9
1265.0,102.0,212.0,1,3,1,20.0 s @ 74.0 mph,12.5
1495.0,304.0,495.0,1,6,1,14.0 s @ 99.0 mph,5.4
1463.0,233.0,412.0,1,6,1,14.4 s @ 97.4 mph,6.0
1297.0,134.0,193.0,1,6,1,18.2 s @ 80.0 mph,10.8
1746.0,487.0,569.0,1,6,1,12.6 s @ 115.0 mph,4.4
1524.0,269.0,414.0,1,6,1,14.1 s @ 97.9 mph,5.6
1614.0,380.0,664.0,1,6,1,13.6 s @ 106.3 mph,7.1
1652.0,443.0,515.0,1,6,1,12.3 s @ 117.4 mph,4.0
1650.0,450.0,515.0,1,6,1,12.3 s @ 116.2 mph,3.9
1542.0,340.0,579.0,2,6,1,15.5 s @ 91.4 mph,7.8
1329.0,213.0,407.0,1,6,1,16.5 s @ 80.0 mph,9.0
1338.0,166.0,350.0,1,6,1,18.8 s @ 78.0 mph,11.2
1310.0,228.0,414.0,2,6,1,16.8 s @ 84.0 mph,8.5
1211.0,122.0,258.0,2,6,1,19.5 s @ 67.0 mph,15.1
1641.0,239.0,360.0,3,4,0,15.3 s,6.9
1325.0,170.0,220.0,1,5,0,17.1 s @ 91.3 mph,7.9
1490.0,226.0,280.0,1,5,0,16.1 s @ 103.8 mph,6.6
1410.0,205.0,235.0,1,5,0,16.6 s @ 93.2 mph,7.4
1466.0,160.0,208.0,2,5,0,19.3 s @ 85.1 mph,10.7
1420.0,147.0,189.0,1,5,0,16.6 s,8.2
1445.0,167.0,332.0,2,5,1,16.5 s @ 81.0 mph,8.7
1881.0,350.0,626.0,2,6,1,16.5 s @ 83.0 mph,8.1
1964.0,243.0,461.0,2,0,1,15.6 s @ 87.6 mph,7.2
1597.0,163.0,340.0,3,0,2,19.5 s @ 83.9 mph,10.5
1000.0,492.0,475.0,1,6,1,,3.7
1400.0,152.0,220.0,1,5,1,18.2 s @ 87.6 mph,9.0
1778.0,251.0,405.0,1,6,1,,6.9
1908.0,259.0,400.0,1,6,1,,8.1
1905.0,304.0,579.0,2,6,1,,8.8
1700.0,431.0,651.0,1,6,1,12.1 s @ 118.1 mph,5.6
1885.0,431.0,651.0,1,6,1,,5.8
1832.0,395.0,624.0,2,6,1,,6.0
1707.0,198.0,382.0,2,6,1,19.0 s @ 73.0 mph,12.3
1850.0,304.0,579.0,2,5,1,17.1 s @ 82.0 mph,9.3
1850.0,431.0,651.0,1,6,1,,5.7
1857.0,431.0,651.0,1,6,1,14.9 s @ 97.0 mph,4.8
1777.0,431.0,651.0,1,5,1,,5.8
1685.0,416.0,645.0,1,6,1,14.2 s @ 105.0 mph,6.3
1886.0,304.0,579.0,2,5,1,17.2 s @ 83.0 mph,9.4
1759.0,411.0,607.0,1,6,1,15.3 s @ 93.0 mph,7.0
1867.0,350.0,626.0,2,6,1,16.4 s @ 89.0 mph,8.0
1717.0,266.0,409.0,2,5,0,16.4 s @ 88.4 mph,8.4
1564.0,224.0,278.0,2,5,0,15.5 s @ 90.3 mph,7.2
1514.0,177.0,233.0,1,5,0,16.1 s @ 88.0 mph,8.0
1550.0,185.0,400.0,1,4,0,16.0 s,7.4
1386.0,250.0,360.0,1,4,0,14.8 s,6.1
1248.0,170.0,196.0,1,2,0,18.4 s @ 93.2 mph,8.1
1424.0,226.0,320.0,1,2,0,16.2 s @ 102.5 mph,6.7
1450.0,350.0,460.0,1,2,0,13.9 s,5.6
1290.0,215.0,310.0,1,2,0,16.1 s @ 103.1 mph,5.9
1245.0,145.0,185.0,1,2,0,17.8 s @ 89.5 mph,8.6
965.0,131.0,162.0,1,2,0,17.8 s @ 88.2 mph,8.0
840.0,97.0,132.0,1,2,0,19.4 s @ 83.9 mph,10.0
1137.0,150.0,190.0,1,2,0,15.6 s,7.8
955.0,130.0,161.0,1,2,0,17.2 s @ 90.7 mph,7.8
910.0,135.0,183.0,1,2,0,16.1 s @ 89.0 mph,7.9
1166.0,140.0,180.0,1,2,1,17.2 s,9.2
915.0,135.0,180.0,1,2,0,16.7 s @ 92.0 mph,7.3
1729.0,367.0,552.0,2,0,1,,6.2
1415.0,166.0,350.0,2,3,1,18.0 s @ 75.0 mph,12.1
1278.0,275.0,423.0,1,6,1,,6.8
1335.0,228.0,305.0,2,0,1,17.7 s @ 78.0 mph,10.3
1474.0,375.0,610.0,1,6,1,,6.1
1145.0,102.0,212.0,2,5,1,20.4 s,17.5
1297.0,145.0,294.0,1,5,1,20.3 s @ 68.0 mph,15.5
1540.0,431.0,651.0,1,6,1,11.8 s @ 123.0 mph,4.6
1564.0,166.0,350.0,2,4,1,20.7 s @ 66.0 mph,16.4
1610.0,319.0,579.0,2,0,1,16.4 s @ 78.8 mph,9.8
1618.0,324.0,579.0,2,6,1,15.7 s @ 91.0 mph,7.5
1587.0,340.0,579.0,2,6,1,15.4 s @ 87.0 mph,8.6
1744.0,340.0,597.0,1,6,1,14.9 s @ 95.2 mph,7.3
1492.0,203.0,382.0,2,6,1,17.8 s @ 73.0 mph,11.9
1500.0,431.0,651.0,1,6,1,,4.9
3946.0,482.0,1424.0,2,0,2,15.2 s @ 92.3 mph,6.8
3284.0,436.0,644.0,2,0,2,15.6 s,7.3
3606.0,406.0,1085.0,2,0,0,16.1 s @ 85.0 mph,7.9
3683.0,482.0,1424.0,2,0,2,14.6 s @ 94.0 mph,6.1
2735.0,417.0,588.0,2,0,2,15.4 s @ 91.0 mph,6.9
2118.0,365.0,597.0,2,0,1,14.1 s @ 96.5 mph,5.6
2703.0,710.0,868.0,2,0,2,12.0 s @ 112.0 mph,3.6
2697.0,456.0,691.0,2,0,2,13.9 s @ 98.0 mph,5.2
2590.0,370.0,569.0,2,0,1,15.0 s @ 94.4 mph,6.1
2667.0,314.0,495.0,2,0,2,15.8 s @ 87.8 mph,7.6
2377.0,251.0,399.0,2,0,1,16.8 s @ 82.0 mph,9.3
2202.0,294.0,359.0,2,0,2,16.1 s @ 86.7 mph,7.9
2632.0,253.0,597.0,2,0,2,16.1 s @ 94.0 mph,7.9
2343.0,330.0,542.0,2,0,2,14.8 s @ 92.1 mph,6.3
2522.0,406.0,678.0,2,0,2,13.9 s @ 100.0 mph,5.3
1855.0,213.0,325.0,2,0,1,16.6 s @ 82.4 mph,8.9
2353.0,322.0,437.0,2,0,2,15.7 s @ 92.0 mph,7.7
2292.0,296.0,407.0,2,0,2,16.0 s @ 86.8 mph,8.0
2184.0,242.0,380.0,2,0,2,16.4 s @ 83.0 mph,8.2
2501.0,457.0,825.0,2,0,2,13.8 s,5.3
2683.0,406.0,651.0,2,0,2,14.4 s @ 97.0 mph,5.7
2645.0,446.0,691.0,2,0,2,13.7 s @ 101.0 mph,4.9
1100.0,130.0,119.0,1,6,0,17.4 s @ 90.7 mph,8.2
965.0,106.0,141.0,1,2,0,17.0 s,9.6
919.0,112.0,160.0,1,6,1,16.7 s,8.5
913.0,101.0,145.0,1,6,1,17.1 s,9.0
1148.0,150.0,190.0,1,2,0,16.9 s @ 92.0 mph,7.7
917.0,117.0,163.0,1,6,1,16.2 s,8.6
900.0,200.0,298.0,1,6,1,15.2 s @ 96.3 mph,5.6
800.0,117.0,149.0,1,6,1,16.4 s @ 84.0 mph,8.5
965.0,134.0,180.0,1,6,0,17.5 s @ 90.1 mph,8.2
977.0,134.0,180.0,1,2,0,16.2 s @ 89.0 mph,8.1
914.0,96.0,125.0,1,6,1,17.8 s,11.1
1360.0,227.0,305.0,1,2,2,14.9 s @ 95.1 mph,6.0
850.0,87.0,125.0,1,6,1,18.0 s,10.2
901.0,84.0,125.0,1,6,1,17.8 s,10.2
1429.0,203.0,271.0,2,0,0,16.3 s @ 84.0 mph,8.5
1684.0,253.0,380.0,2,0,2,15.3 s @ 89.3 mph,6.9
2012.0,319.0,475.0,3,0,2,14.2 s @ 98.0 mph,5.6
1918.0,269.0,339.0,2,0,2,15.8 s @ 88.3 mph,7.3
1651.0,152.0,317.0,2,5,1,20.7 s @ 66.0 mph,16.3
1725.0,198.0,382.0,2,5,1,17.0 s,15.1
1873.0,242.0,389.0,1,5,1,,8.4
1940.0,431.0,651.0,1,4,1,,5.8
850.0,106.0,146.0,1,6,1,17.6 s @ 80.0 mph,9.7
1414.0,198.0,225.0,1,5,1,,7.9
834.0,58.0,110.0,2,5,1,21.0 s @ 62.0 mph,19.0
1220.0,208.0,353.0,1,6,1,15.0 s,6.5
1050.0,150.0,216.0,1,6,1,15.4 s,7.6
1486.0,106.0,214.0,1,0,2,21.9 s @ 59.0 mph,22.6
1622.0,184.0,258.0,2,0,2,16.3 s @ 84.0 mph,8.2
1739.0,299.0,470.0,2,5,1,,5.8
1913.0,157.0,305.0,2,1,2,17.3 s @ 77.0 mph,9.5
920.0,85.0,118.0,1,6,1,,10.4
952.0,112.0,161.0,1,2,0,17.4 s @ 91.3 mph,8.3
845.0,105.0,147.0,1,2,0,17.6 s @ 89.5 mph,7.6
1158.0,84.0,130.0,1,5,0,18.7 s @ 73.0 mph,12.2
950.0,130.0,176.0,1,2,0,15.9 s,7.4
1082.0,81.0,136.0,1,3,1,18.4 s @ 76.4 mph,11.2
1015.0,130.0,164.0,1,2,0,16.3 s,7.9
1080.0,136.0,200.0,1,2,0,15.9 s,7.4
909.0,48.0,69.0,1,2,2,21.2 s @ 65.0 mph,16.8
1249.0,179.0,270.0,1,2,0,15.3 s,6.7
1290.0,155.0,235.0,1,5,0,16.1 s @ 86.0 mph,7.8
1310.0,220.0,310.0,1,6,0,14.6 s,6.0
1395.0,190.0,290.0,1,6,0,15.3 s,6.7
1244.0,139.0,176.0,1,6,0,18.2 s @ 79.7 mph,9.5
1360.0,150.0,320.0,1,2,0,17.8 s @ 88.2 mph,8.1
1320.0,120.0,255.0,1,2,0,,10.5
953.0,215.0,225.0,1,6,1,15.2 s @ 92.0 mph,6.9
930.0,85.0,145.0,1,2,0,,10.6
1070.0,115.0,170.0,1,6,1,,10.1
1101.0,162.0,249.0,1,3,1,14.9 s @ 93.2 mph,6.5
1052.0,55.0,82.0,1,3,1,22.3 s @ 65.0 mph,20.4
893.0,43.0,71.0,1,5,1,23.4 s @ 54.0 mph,33.6
1135.0,91.0,127.0,1,6,1,,12.6
1670.0,1000.0,800.0,3,3,2,10.1 s @ 148.5 mph,2.4
627.0,852.0,720.0,2,7,1,9.1 s @ 172.1 mph,2.6
1664.0,629.0,760.0,1,3,1,11.4 s @ 133.0 mph,3.3
1664.0,600.0,760.0,3,3,1,10.9 s,3.1
1200.0,660.0,657.0,1,6,1,,3.5
1500.0,810.0,719.0,3,3,1,,2.8
1426.0,300.0,324.0,1,6,1,14.2 s @ 101.0 mph,5.6
1497.0,240.0,260.0,1,3,1,17.0 s @ 99.4 mph,6.9
1447.0,240.0,260.0,1,6,1,14.5 s,6.4
1445.0,214.0,245.0,1,6,1,15.0 s,7.6
1477.0,270.0,304.0,1,6,1,14.7 s,6.8
1400.0,270.0,304.0,1,3,1,14.6 s,7.4
1920.0,690.0,697.0,2,6,2,11.4 s,3.2
1880.0,660.0,683.0,2,6,2,11.2 s @ 129.4 mph,3.4
1505.0,720.0,770.0,3,3,1,10.6 s,2.9
1270.0,520.0,470.0,1,6,1,11.9 s @ 122.9 mph,3.8
1450.0,490.0,465.0,1,6,1,11.7 s @ 122.8 mph,3.5
1520.0,780.0,705.0,3,6,1,10.6 s @ 142.9 mph,2.8
1152.0,255.0,285.0,1,6,1,14.9 s @ 98.2 mph,6.4
1103.0,195.0,227.0,1,6,1,16.2 s @ 87.0 mph,8.0
1080.0,195.0,225.0,1,6,1,16.0 s @ 95.7 mph,6.1
900.0,180.0,187.0,1,6,1,17.5 s @ 96.9 mph,7.5
1485.0,839.0,697.0,1,6,1,10.4 s @ 147.3 mph,2.7
1859.0,540.0,588.0,1,6,1,12.6 s @ 116.0 mph,4.1
1690.0,620.0,608.0,1,6,1,11.8 s @ 125.0 mph,3.8
1790.0,540.0,588.0,1,3,1,12.2 s,4.1
1760.0,515.0,589.0,1,6,1,12.3 s,4.2
1482.0,440.0,500.0,1,6,1,13.5 s @ 116.2 mph,4.6
1400.0,360.0,450.0,1,6,1,13.5 s @ 100.7 mph,5.1
1485.0,720.0,770.0,3,3,1,10.6 s @ 142.3 mph,2.7
1365.0,570.0,540.0,3,3,1,11.0 s @ 131.1 mph,3.1
1690.0,442.0,550.0,1,6,1,14.9 s @ 108.1 mph,5.2
1350.0,510.0,470.0,1,3,1,11.8 s @ 122.7 mph,3.8
1437.0,340.0,451.0,2,6,1,14.6 s,6.7
1610.0,360.0,422.0,1,6,1,14.6 s @ 101.0 mph,6.6
1930.0,310.0,392.0,2,6,1,16.4 s @ 101.9 mph,6.3
1500.0,320.0,343.0,1,3,1,,7.1
1279.0,352.0,433.0,1,3,1,14.9 s @ 106.0 mph,6.7
1450.0,340.0,431.0,1,6,1,15.7 s @ 91.0 mph,7.3
1571.0,357.0,431.0,1,6,1,13.4 s @ 108.0 mph,5.2
1798.0,319.0,433.0,1,6,1,15.2 s @ 92.0 mph,7.1
1305.0,360.0,410.0,1,6,1,15.0 s @ 108.7 mph,5.9
1468.0,324.0,417.0,1,6,1,14.9 s,6.7
1280.0,425.0,373.0,1,6,1,12.2 s,4.0
1300.0,300.0,326.0,1,6,1,16.2 s @ 102.5 mph,6.9
1437.0,264.0,289.0,1,6,1,14.5 s @ 96.0 mph,6.0
1273.0,274.0,305.0,1,6,1,13.8 s,5.3
578.0,495.0,320.0,1,7,1,9.0 s @ 159.0 mph,2.4
1262.0,243.0,260.0,1,6,1,14.2 s,5.7
1380.0,223.0,284.0,1,6,1,15.8 s @ 105.0 mph,6.1
1330.0,214.0,243.0,1,6,1,16.0 s @ 95.1 mph,6.7
1320.0,227.0,284.0,1,6,1,15.9 s @ 103.8 mph,6.1
1090.0,255.0,285.0,1,6,1,,6.5
1470.0,830.0,740.0,3,6,1,10.4 s @ 148.5 mph,2.8
1300.0,400.0,496.0,1,6,1,12.5 s,5.0
1102.0,260.0,294.0,1,3,1,14.0 s @ 95.0 mph,6.5
1100.0,280.0,294.0,1,6,1,,7.0
930.0,240.0,249.0,1,3,1,14.4 s,5.1
1100.0,304.0,293.0,1,6,1,13.5 s,5.6
1315.0,240.0,245.0,1,6,1,16.3 s,8.0
1020.0,253.0,291.0,1,6,1,16.1 s,8.0
1277.0,240.0,245.0,1,3,1,,7.2
800.0,170.0,206.0,1,6,1,,8.2
800.0,110.0,130.0,1,6,1,,10.0
2608.0,324.0,576.0,1,6,1,,9.6
2608.0,324.0,576.0,1,3,1,,9.0
2608.0,324.0,576.0,1,6,1,,10.0
2390.0,269.0,507.0,1,6,1,16.3 s,8.6
1567.0,608.0,759.0,1,3,1,11.6 s,3.5
1526.0,517.0,725.0,1,3,1,11.8 s,3.9
1567.0,612.0,759.0,1,6,1,11.6 s,3.4
1560.0,654.0,813.0,1,6,1,11.5 s @ 130.0 mph,3.4
1525.0,466.0,678.0,1,6,1,12.2 s,3.9
1525.0,466.0,678.0,1,6,1,12.1 s @ 121.2 mph,4.2
1455.0,208.0,278.0,2,6,0,15.7 s @ 90.1 mph,7.4
1722.0,324.0,427.0,1,6,2,,5.5
1705.0,304.0,416.0,1,6,2,,5.5
1434.0,227.0,294.0,1,5,0,14.5 s @ 97.0 mph,5.8
2150.0,365.0,559.0,2,0,2,,7.1
1459.0,431.0,651.0,2,6,1,12.5 s @ 114.0 mph,4.2
2268.0,507.0,712.0,1,0,1,13.8 s,4.8
1875.0,431.0,664.0,1,0,1,,8.6
1832.0,370.0,637.0,1,3,1,15.2 s @ 89.0 mph,7.2
1630.0,431.0,651.0,1,6,1,,5.3
1687.0,335.0,576.0,2,5,1,16.0 s @ 83.0 mph,8.2
1710.0,309.0,556.0,2,5,1,17.2 s @ 80.0 mph,9.6
1879.0,260.0,359.0,2,0,2,15.4 s @ 90.0 mph,6.9
1356.0,233.0,339.0,1,5,0,13.9 s @ 103.1 mph,5.7
1350.0,218.0,332.0,1,5,0,14.1 s @ 102.5 mph,5.6
2104.0,330.0,576.0,2,4,1,18.0 s @ 77.0 mph,11.5
2023.0,223.0,468.0,2,5,1,,9.7
1990.0,431.0,569.0,2,4,1,,5.1
1945.0,345.0,529.0,2,4,1,14.7 s @ 97.0 mph,6.1
1979.0,238.0,315.0,2,1,2,16.5 s @ 84.0 mph,8.3
1941.0,287.0,353.0,2,0,2,15.7 s @ 87.0 mph,7.1
2017.0,218.0,323.0,2,1,0,17.2 s @ 80.0 mph,9.6
2050.0,287.0,353.0,2,1,0,16.1 s @ 88.0 mph,7.8
2318.0,299.0,353.0,2,0,2,15.7 s @ 89.0 mph,7.4
2500.0,720.0,875.0,2,0,2,11.7 s @ 117.3 mph,3.4
2461.0,365.0,529.0,2,0,2,14.9 s @ 92.9 mph,6.4
